sample_id,ticker,sector,cold_start_weeks,model,augmentation_method,MAE,RMSE,MAPE
JPM_w08_s0032,JPM,finance,8,moving_average,none,3.806548527308873,4.689459241963021,2.8373568286082276
JPM_w08_s0032,JPM,finance,8,linear_trend,none,5.054558640426107,5.71603220530229,3.6884544876320815
JPM_w08_s0033,JPM,finance,8,naive,none,12.216631753104073,13.453370192842758,8.43364020696529
JPM_w08_s0033,JPM,finance,8,moving_average,none,10.648468344552182,12.036755421584052,7.331260296359414
JPM_w08_s0033,JPM,finance,8,linear_trend,none,9.40271961587391,10.97567985979803,6.459342256463333
JPM_w08_s0034,JPM,finance,8,naive,none,9.51675796508789,10.146566165859106,5.913073260945013
JPM_w08_s0034,JPM,finance,8,moving_average,none,10.467844390869146,11.043545127518772,6.508986564058593
JPM_w08_s0034,JPM,finance,8,linear_trend,none,4.881358964971669,5.457701546921573,3.0453417396185127
JPM_w08_s0035,JPM,finance,8,naive,none,7.003447396414621,8.256006414966025,4.077570719955579
JPM_w08_s0035,JPM,finance,8,moving_average,none,8.381682041713159,9.509373898189242,4.891148934747702
JPM_w08_s0035,JPM,finance,8,linear_trend,none,4.2538360333960155,4.501169902618257,2.5272277143575153
JPM_w08_s0036,JPM,finance,8,naive,none,8.576523372105187,9.562927415969915,4.581241584976871
JPM_w08_s0036,JPM,finance,8,moving_average,none,9.321845027378629,10.236680239477357,4.983934258739543
JPM_w08_s0036,JPM,finance,8,linear_trend,none,4.824451766759177,5.281476441222691,2.588520434302934
JPM_w08_s0037,JPM,finance,8,naive,none,5.55252184186663,6.964493139062477,3.0614382199007464
JPM_w08_s0037,JPM,finance,8,moving_average,none,6.088425336565287,7.561078149984879,3.3687894639408222
JPM_w08_s0037,JPM,finance,8,linear_trend,none,15.424527006371685,15.746014097341334,8.409349830589644
JPM_w08_s0038,JPM,finance,8,naive,none,2.607983180454796,3.489807665227829,1.371603037286685
JPM_w08_s0038,JPM,finance,8,moving_average,none,3.3376809256417417,4.031925513139165,1.76240226831725
JPM_w08_s0038,JPM,finance,8,linear_trend,none,2.6446561619603486,3.3960674195772813,1.3829531295995374
JPM_w08_s0039,JPM,finance,8,naive,none,3.4876714433942513,4.639033756401388,1.754180557965293
JPM_w08_s0039,JPM,finance,8,moving_average,none,6.664413997105197,7.496271639323066,3.2980282411234083
