augmentation_ratio,model,number_of_comparisons,mean_baseline_MAPE,mean_augmented_MAPE,mean_MAPE_difference,mean_percent_change_MAPE,improvement_rate
0.5,linear_trend,1419,8.291196816598644,12.160442290739285,3.869245474140642,56.830275434787175,0.2248062015503876
0.5,moving_average,1419,5.6999816943708055,8.521395720451133,2.821414026080328,79.94655536372419,0.346723044397463
0.5,naive,1419,5.315373018901925,9.170099069838685,3.8547260509367596,111.24799354965342,0.29316420014094435
1.0,linear_trend,1419,8.291196816598644,16.845817546157274,8.554620729558632,134.58187870202065,0.16701902748414377
1.0,moving_average,1419,5.6999816943708055,12.5670029621087,6.867021267737896,185.12092864651214,0.24101479915433405
1.0,naive,1419,5.315373018901925,13.089473342874966,7.77410032397304,216.9148471405073,0.2149400986610289
2.0,linear_trend,1419,8.291196816598644,26.877253436941594,18.58605662034295,302.02456724960234,0.11416490486257928
2.0,moving_average,1419,5.6999816943708055,22.206590919745747,16.506609225374945,424.74019681394424,0.14587737843551796
2.0,naive,1419,5.315373018901925,22.905971906017946,17.59059888711602,475.4949585829089,0.1338971106412967
